account_id,transaction_type,transaction_amount,transaction_date
62,Debit,2003.15,2024-10-29 10:11:39.037889
82,Debit,4321.47,2024-09-27 10:11:39.037889
142,Debit,1896.41,2024-10-08 10:11:39.037889
4,Debit,1387.03,2024-09-12 10:11:39.037889
197,Debit,3698.0,2024-09-28 10:11:39.037889
145,Debit,543.8,2024-10-28 10:11:39.037889
82,Debit,4591.32,2024-10-05 10:11:39.037889
149,Debit,2185.86,2024-11-03 10:11:39.037889
113,Debit,3326.58,2024-10-25 10:11:39.037889
164,Debit,2866.9,2024-10-24 10:11:39.037889
130,Debit,2272.2,2024-10-06 10:11:39.037889
16,Debit,1873.89,2024-10-21 10:11:39.037889
102,Debit,2712.8,2024-09-14 10:11:39.037889
19,Debit,594.22,2024-09-18 10:11:39.037889
8,Debit,2976.3,2024-09-28 10:11:39.037889
64,Debit,3698.38,2024-09-29 10:11:39.037889
199,Debit,468.38,2024-10-26 10:11:39.037889
12,Debit,55.96,2024-09-15 10:11:39.037889
186,Debit,4691.07,2024-11-03 10:11:39.037889
87,Debit,2604.09,2024-10-11 10:11:39.037889
3,Debit,502.2,2024-10-24 10:11:39.037889
164,Debit,1726.23,2024-09-09 10:11:39.037889
64,Debit,4908.94,2024-09-22 10:11:39.037889
117,Debit,1323.15,2024-10-01 10:11:39.037889
138,Debit,3656.02,2024-10-26 10:11:39.037889
134,Debit,2516.04,2024-10-23 10:11:39.037889
101,Debit,431.47,2024-10-12 10:11:39.037889
57,Debit,3196.9,2024-10-21 10:11:39.037889
80,Debit,1724.02,2024-09-18 10:11:39.037889
127,Debit,4721.82,2024-09-14 10:11:39.037889
155,Debit,2476.28,2024-10-19 10:11:39.037889
149,Debit,2048.18,2024-10-16 10:11:39.037889
146,Debit,3631.03,2024-10-02 10:11:39.037889
95,Debit,3661.66,2024-10-18 10:11:39.037889
197,Debit,104.24,2024-10-22 10:11:39.037889
52,Debit,3602.57,2024-09-10 10:11:39.037889
86,Debit,4200.66,2024-09-22 10:11:39.037889
154,Debit,2186.69,2024-10-04 10:11:39.037889
14,Debit,1748.41,2024-09-19 10:11:39.037889
111,Debit,3099.89,2024-10-07 10:11:39.037889
4,Debit,772.89,2024-09-23 10:11:39.037889
82,Debit,3780.87,2024-10-28 10:11:39.037889
102,Debit,1054.79,2024-10-10 10:11:39.037889
20,Debit,1961.82,2024-09-20 10:11:39.037889
22,Debit,4968.19,2024-11-03 10:11:39.037889
158,Debit,2743.13,2024-10-06 10:11:39.037889
7,Debit,1318.82,2024-10-13 10:11:39.037889
112,Debit,2693.6,2024-09-16 10:11:39.037889
122,Debit,4761.55,2024-10-09 10:11:39.037889
110,Debit,417.76,2024-10-06 10:11:39.037889
45,Debit,4298.79,2024-10-29 10:11:39.037889
38,Debit,1020.06,2024-11-02 10:11:39.037889
149,Debit,3041.83,2024-10-18 10:11:39.037889
190,Debit,2116.79,2024-10-14 10:11:39.037889
47,Debit,3722.57,2024-09-13 10:11:39.037889
7,Debit,462.12,2024-10-20 10:11:39.037889
172,Debit,4583.17,2024-11-01 10:11:39.037889
152,Debit,53.55,2024-09-21 10:11:39.037889
105,Debit,559.17,2024-11-02 10:11:39.037889
151,Debit,1851.53,2024-09-18 10:11:39.037889
168,Debit,4436.87,2024-10-29 10:11:39.037889
96,Debit,4277.55,2024-10-06 10:11:39.037889
13,Debit,2788.07,2024-10-14 10:11:39.037889
36,Debit,1210.45,2024-09-23 10:11:39.037889
63,Debit,2452.12,2024-09-17 10:11:39.037889
107,Debit,892.2,2024-09-20 10:11:39.037889
8,Debit,182.04,2024-09-13 10:11:39.037889
110,Debit,4768.5,2024-10-25 10:11:39.037889
97,Debit,4176.35,2024-10-18 10:11:39.037889
72,Debit,4410.25,2024-10-12 10:11:39.037889
120,Debit,204.49,2024-09-06 10:11:39.037889
1,Debit,4995.41,2024-10-19 10:11:39.037889
35,Debit,2523.56,2024-09-24 10:11:39.037889
123,Debit,4329.12,2024-10-29 10:11:39.037889
187,Debit,3207.79,2024-09-24 10:11:39.037889
1,Debit,1139.35,2024-10-24 10:11:39.037889
103,Debit,1047.43,2024-10-22 10:11:39.037889
22,Debit,2987.1,2024-09-22 10:11:39.037889
85,Debit,726.83,2024-10-25 10:11:39.037889
70,Debit,2322.5,2024-09-29 10:11:39.037889
114,Debit,208.3,2024-10-29 10:11:39.037889
96,Debit,2228.56,2024-10-24 10:11:39.037889
148,Debit,481.89,2024-10-06 10:11:39.037889
83,Debit,1625.43,2024-09-06 10:11:39.037889
7,Debit,2774.15,2024-09-29 10:11:39.037889
142,Debit,3680.49,2024-09-13 10:11:39.037889
101,Debit,538.87,2024-10-01 10:11:39.037889
9,Debit,246.13,2024-10-29 10:11:39.037889
181,Debit,3810.73,2024-09-12 10:11:39.037889
9,Debit,990.98,2024-09-12 10:11:39.037889
73,Debit,4752.93,2024-09-24 10:11:39.037889
22,Debit,4213.34,2024-11-02 10:11:39.037889
150,Debit,1892.88,2024-10-22 10:11:39.037889
100,Debit,4422.47,2024-09-07 10:11:39.037889
21,Debit,3070.62,2024-10-18 10:11:39.037889
132,Debit,1087.39,2024-09-27 10:11:39.037889
19,Debit,3756.03,2024-10-06 10:11:39.037889
95,Debit,758.98,2024-09-16 10:11:39.037889
98,Debit,1947.86,2024-10-13 10:11:39.037889
192,Debit,4203.15,2024-10-19 10:11:39.037889
85,Debit,4642.28,2024-09-11 10:11:39.037889
67,Debit,1658.27,2024-10-12 10:11:39.037889
72,Debit,2256.4,2024-09-11 10:11:39.037889
89,Debit,2824.61,2024-09-30 10:11:39.037889
60,Debit,1145.98,2024-10-12 10:11:39.037889
113,Debit,2601.42,2024-10-13 10:11:39.037889
9,Debit,4107.69,2024-10-04 10:11:39.037889
19,Debit,2556.95,2024-11-03 10:11:39.037889
130,Debit,1347.04,2024-09-08 10:11:39.037889
27,Debit,3744.5,2024-11-02 10:11:39.037889
137,Debit,1372.47,2024-09-22 10:11:39.037889
179,Debit,44.3,2024-09-21 10:11:39.037889
67,Debit,1606.05,2024-10-21 10:11:39.037889
22,Debit,4544.29,2024-10-25 10:11:39.037889
36,Debit,4770.18,2024-10-12 10:11:39.037889
137,Debit,627.56,2024-09-05 10:11:39.037889
158,Debit,3795.16,2024-10-23 10:11:39.037889
62,Debit,269.37,2024-10-25 10:11:39.037889
113,Debit,4348.33,2024-10-19 10:11:39.037889
136,Debit,715.22,2024-09-27 10:11:39.037889
100,Debit,274.78,2024-10-05 10:11:39.037889
127,Debit,1996.43,2024-10-16 10:11:39.037889
115,Debit,3718.4,2024-10-09 10:11:39.037889
92,Debit,4480.05,2024-10-04 10:11:39.037889
26,Debit,4200.31,2024-10-16 10:11:39.037889
169,Debit,578.02,2024-10-08 10:11:39.037889
161,Debit,339.07,2024-10-02 10:11:39.037889
120,Debit,4829.27,2024-10-19 10:11:39.037889
22,Debit,2215.12,2024-09-22 10:11:39.037889
194,Debit,4864.94,2024-09-18 10:11:39.037889
198,Debit,2583.12,2024-11-02 10:11:39.037889
16,Debit,3764.07,2024-09-18 10:11:39.037889
192,Debit,3511.57,2024-09-11 10:11:39.037889
89,Debit,3259.64,2024-10-21 10:11:39.037889
136,Debit,2895.35,2024-10-25 10:11:39.037889
152,Debit,879.61,2024-09-19 10:11:39.037889
14,Debit,1849.77,2024-09-27 10:11:39.037889
55,Debit,3197.88,2024-11-02 10:11:39.037889
143,Debit,4773.79,2024-10-15 10:11:39.037889
52,Debit,327.98,2024-09-27 10:11:39.037889
197,Debit,448.1,2024-10-19 10:11:39.037889
168,Debit,2163.19,2024-09-28 10:11:39.037889
199,Debit,2766.09,2024-10-06 10:11:39.037889
113,Debit,4418.4,2024-09-12 10:11:39.037889
177,Debit,4712.06,2024-09-16 10:11:39.037889
60,Debit,3941.66,2024-09-14 10:11:39.037889
119,Debit,331.2,2024-10-15 10:11:39.037889
184,Debit,1989.7,2024-10-06 10:11:39.037889
166,Debit,3295.31,2024-10-17 10:11:39.037889
192,Debit,2940.72,2024-10-25 10:11:39.037889
123,Debit,4567.77,2024-09-25 10:11:39.037889
190,Debit,298.63,2024-10-14 10:11:39.037889
161,Debit,4468.84,2024-10-13 10:11:39.037889
147,Debit,2941.72,2024-10-31 10:11:39.037889
130,Debit,4785.11,2024-09-22 10:11:39.037889
188,Debit,3289.41,2024-09-28 10:11:39.037889
44,Debit,2812.13,2024-09-17 10:11:39.037889
15,Debit,263.72,2024-10-18 10:11:39.037889
34,Debit,4833.73,2024-10-03 10:11:39.037889
37,Debit,2665.04,2024-10-22 10:11:39.037889
97,Debit,4482.8,2024-09-29 10:11:39.037889
31,Debit,3116.94,2024-09-17 10:11:39.037889
156,Debit,50.26,2024-10-09 10:11:39.037889
70,Debit,2093.78,2024-09-22 10:11:39.037889
4,Debit,2365.81,2024-09-13 10:11:39.037889
158,Debit,3759.48,2024-09-19 10:11:39.037889
161,Debit,3464.9,2024-11-01 10:11:39.037889
49,Debit,2003.39,2024-09-29 10:11:39.037889
154,Debit,3055.39,2024-10-08 10:11:39.037889
106,Debit,1519.33,2024-10-06 10:11:39.037889
188,Debit,2368.1,2024-09-26 10:11:39.037889
187,Debit,4580.48,2024-09-25 10:11:39.037889
20,Debit,4352.72,2024-09-09 10:11:39.037889
110,Debit,4184.98,2024-10-30 10:11:39.037889
200,Debit,1157.37,2024-10-17 10:11:39.037889
6,Debit,808.74,2024-10-19 10:11:39.037889
181,Debit,2347.89,2024-09-05 10:11:39.037889
132,Debit,3856.28,2024-09-07 10:11:39.037889
116,Debit,4288.13,2024-09-19 10:11:39.037889
100,Debit,4610.89,2024-10-14 10:11:39.037889
1,Debit,1268.91,2024-09-27 10:11:39.037889
95,Debit,2713.78,2024-10-08 10:11:39.037889
74,Debit,2437.36,2024-10-05 10:11:39.037889
176,Debit,4448.2,2024-09-07 10:11:39.037889
162,Debit,1807.08,2024-10-05 10:11:39.037889
53,Debit,502.93,2024-10-08 10:11:39.037889
171,Debit,2797.83,2024-10-16 10:11:39.037889
83,Debit,3802.22,2024-09-21 10:11:39.037889
156,Debit,99.77,2024-09-16 10:11:39.037889
133,Debit,2964.78,2024-09-19 10:11:39.037889
88,Debit,4494.75,2024-09-06 10:11:39.037889
195,Debit,285.66,2024-09-25 10:11:39.037889
118,Debit,707.6,2024-10-16 10:11:39.037889
121,Debit,1113.55,2024-10-15 10:11:39.037889
11,Debit,1452.16,2024-10-31 10:11:39.037889
166,Debit,1988.82,2024-10-04 10:11:39.037889
113,Debit,788.42,2024-09-20 10:11:39.037889
170,Debit,2843.48,2024-09-18 10:11:39.037889
8,Debit,2995.86,2024-10-15 10:11:39.037889
70,Debit,197.88,2024-10-14 10:11:39.037889
75,Debit,1291.07,2024-10-06 10:11:39.037889
190,Debit,2924.27,2024-10-16 10:11:39.037889
156,Debit,3539.61,2024-10-31 10:11:39.037889
71,Debit,2858.54,2024-09-14 10:11:39.037889
97,Debit,4069.97,2024-09-06 10:11:39.037889
143,Debit,3015.79,2024-09-16 10:11:39.037889
138,Debit,3922.39,2024-10-18 10:11:39.037889
84,Debit,1074.23,2024-10-23 10:11:39.037889
82,Debit,4342.63,2024-10-17 10:11:39.037889
22,Debit,4662.44,2024-09-16 10:11:39.037889
175,Debit,508.78,2024-09-14 10:11:39.037889
187,Debit,1584.24,2024-10-02 10:11:39.037889
81,Debit,4495.01,2024-10-18 10:11:39.037889
136,Debit,4944.3,2024-10-22 10:11:39.037889
11,Debit,2519.17,2024-10-02 10:11:39.037889
198,Debit,4180.03,2024-10-04 10:11:39.037889
180,Debit,4875.4,2024-10-30 10:11:39.037889
29,Debit,1642.01,2024-10-03 10:11:39.037889
122,Debit,1033.08,2024-09-16 10:11:39.037889
68,Debit,4870.68,2024-10-22 10:11:39.037889
63,Debit,2489.17,2024-10-17 10:11:39.037889
177,Debit,478.15,2024-09-29 10:11:39.037889
186,Debit,492.07,2024-09-12 10:11:39.037889
29,Debit,3076.4,2024-10-31 10:11:39.037889
92,Debit,2767.64,2024-09-20 10:11:39.037889
88,Debit,2813.87,2024-10-27 10:11:39.037889
104,Debit,1107.7,2024-10-01 10:11:39.037889
20,Debit,3003.61,2024-10-05 10:11:39.037889
136,Debit,580.02,2024-10-25 10:11:39.037889
132,Debit,2137.39,2024-10-18 10:11:39.037889
63,Debit,4302.46,2024-11-02 10:11:39.037889
60,Debit,635.68,2024-10-22 10:11:39.037889
87,Debit,1449.96,2024-10-19 10:11:39.037889
57,Debit,1473.16,2024-10-04 10:11:39.037889
83,Debit,4106.69,2024-10-02 10:11:39.037889
125,Debit,590.41,2024-10-17 10:11:39.037889
64,Debit,2426.29,2024-10-21 10:11:39.037889
76,Debit,1805.11,2024-10-28 10:11:39.037889
182,Debit,4505.57,2024-10-28 10:11:39.037889
197,Debit,3137.39,2024-09-15 10:11:39.037889
176,Debit,1268.75,2024-09-30 10:11:39.037889
90,Debit,3721.66,2024-09-30 10:11:39.037889
134,Debit,2890.97,2024-10-21 10:11:39.037889
37,Debit,873.13,2024-09-10 10:11:39.037889
62,Debit,310.49,2024-10-04 10:11:39.037889
200,Debit,2509.23,2024-09-11 10:11:39.037889
48,Debit,1214.83,2024-11-02 10:11:39.037889
132,Debit,3217.19,2024-11-02 10:11:39.037889
14,Debit,1211.46,2024-10-11 10:11:39.037889
101,Debit,4710.81,2024-10-11 10:11:39.037889
2,Debit,3058.5,2024-10-10 10:11:39.037889
94,Debit,1722.14,2024-09-29 10:11:39.037889
24,Debit,2540.91,2024-09-28 10:11:39.037889
29,Debit,1745.85,2024-09-24 10:11:39.037889
15,Debit,4843.24,2024-10-29 10:11:39.037889
196,Debit,1265.74,2024-10-27 10:11:39.037889
9,Debit,219.51,2024-11-03 10:11:39.037889
190,Debit,3066.44,2024-09-15 10:11:39.037889
112,Debit,158.23,2024-09-16 10:11:39.037889
160,Debit,3456.35,2024-09-27 10:11:39.037889
35,Debit,3251.17,2024-09-15 10:11:39.037889
36,Debit,3857.43,2024-09-17 10:11:39.037889
4,Debit,3992.93,2024-10-06 10:11:39.037889
123,Debit,1515.56,2024-10-18 10:11:39.037889
59,Debit,4396.78,2024-10-16 10:11:39.037889
57,Debit,4475.74,2024-09-19 10:11:39.037889
195,Debit,2159.25,2024-09-14 10:11:39.037889
168,Debit,1489.3,2024-10-17 10:11:39.037889
20,Debit,3088.69,2024-09-23 10:11:39.037889
100,Debit,2819.48,2024-09-14 10:11:39.037889
55,Debit,912.81,2024-09-28 10:11:39.037889
93,Debit,4596.84,2024-09-13 10:11:39.037889
192,Debit,3213.27,2024-10-29 10:11:39.037889
195,Debit,3142.39,2024-09-19 10:11:39.037889
35,Debit,1203.4,2024-10-20 10:11:39.037889
141,Debit,1313.15,2024-10-19 10:11:39.037889
137,Debit,597.02,2024-09-08 10:11:39.037889
188,Debit,4609.31,2024-09-20 10:11:39.037889
48,Debit,4082.64,2024-09-09 10:11:39.037889
149,Debit,3781.3,2024-10-24 10:11:39.037889
115,Debit,1158.29,2024-09-30 10:11:39.037889
49,Debit,2530.85,2024-10-18 10:11:39.037889
42,Debit,632.96,2024-10-23 10:11:39.037889
183,Debit,428.18,2024-09-27 10:11:39.037889
112,Debit,286.61,2024-10-04 10:11:39.037889
175,Debit,117.97,2024-10-08 10:11:39.037889
137,Debit,2947.48,2024-10-10 10:11:39.037889
69,Debit,1072.06,2024-10-28 10:11:39.037889
115,Debit,3209.23,2024-09-10 10:11:39.037889
116,Debit,1521.34,2024-09-13 10:11:39.037889
79,Debit,712.24,2024-09-07 10:11:39.037889
120,Debit,3008.63,2024-09-10 10:11:39.037889
191,Debit,4031.42,2024-09-16 10:11:39.037889
165,Debit,2227.69,2024-09-08 10:11:39.037889
134,Debit,352.12,2024-09-21 10:11:39.037889
118,Debit,939.7,2024-09-28 10:11:39.037889
57,Debit,1251.0,2024-09-18 10:11:39.037889
11,Debit,184.88,2024-09-17 10:11:39.037889
70,Debit,1100.61,2024-10-11 10:11:39.037889
58,Debit,320.06,2024-09-30 10:11:39.037889
140,Debit,2003.61,2024-10-07 10:11:39.037889
111,Debit,1735.35,2024-10-08 10:11:39.037889
108,Debit,2829.87,2024-09-24 10:11:39.037889
33,Debit,2310.93,2024-10-24 10:11:39.037889
80,Debit,4016.96,2024-09-24 10:11:39.037889
27,Debit,2241.51,2024-10-12 10:11:39.037889
105,Debit,3340.06,2024-11-01 10:11:39.037889
131,Debit,3428.3,2024-09-25 10:11:39.037889
156,Debit,4284.08,2024-10-08 10:11:39.037889
177,Debit,4747.46,2024-10-22 10:11:39.037889
184,Debit,238.32,2024-09-13 10:11:39.037889
11,Debit,2482.94,2024-10-06 10:11:39.037889
19,Debit,2243.55,2024-10-26 10:11:39.037889
118,Debit,2130.12,2024-10-20 10:11:39.037889
180,Debit,3182.05,2024-10-15 10:11:39.037889
99,Debit,761.3,2024-10-04 10:11:39.037889
74,Debit,4634.56,2024-09-15 10:11:39.037889
115,Debit,516.77,2024-09-27 10:11:39.037889
154,Debit,4809.4,2024-09-28 10:11:39.037889
60,Debit,806.64,2024-11-03 10:11:39.037889
174,Debit,2632.41,2024-10-16 10:11:39.037889
59,Debit,1529.21,2024-09-22 10:11:39.037889
82,Debit,3222.54,2024-09-10 10:11:39.037889
43,Debit,493.9,2024-09-20 10:11:39.037889
171,Debit,4922.35,2024-09-25 10:11:39.037889
118,Debit,4527.69,2024-10-22 10:11:39.037889
122,Debit,2636.07,2024-10-13 10:11:39.037889
5,Debit,1596.4,2024-10-24 10:11:39.037889
184,Debit,2525.88,2024-10-14 10:11:39.037889
195,Debit,4024.34,2024-09-15 10:11:39.037889
61,Debit,3857.36,2024-09-15 10:11:39.037889
164,Debit,3476.24,2024-10-10 10:11:39.037889
74,Debit,4829.72,2024-10-22 10:11:39.037889
52,Debit,4675.68,2024-10-27 10:11:39.037889
190,Debit,3890.11,2024-10-27 10:11:39.037889
24,Debit,3144.12,2024-10-10 10:11:39.037889
99,Debit,1920.22,2024-10-05 10:11:39.037889
152,Debit,381.7,2024-10-15 10:11:39.037889
96,Debit,2175.48,2024-11-01 10:11:39.037889
93,Debit,4258.31,2024-10-22 10:11:39.037889
31,Debit,1070.14,2024-10-16 10:11:39.037889
80,Debit,390.33,2024-09-06 10:11:39.037889
145,Debit,3545.34,2024-09-29 10:11:39.037889
155,Debit,4507.03,2024-09-28 10:11:39.037889
132,Debit,1450.81,2024-10-29 10:11:39.037889
44,Debit,1530.93,2024-10-29 10:11:39.037889
173,Debit,3378.12,2024-10-21 10:11:39.037889
18,Debit,1403.07,2024-10-23 10:11:39.037889
96,Debit,887.56,2024-09-11 10:11:39.037889
5,Debit,3833.2,2024-09-25 10:11:39.037889
55,Debit,2541.04,2024-09-09 10:11:39.037889
178,Debit,1177.2,2024-09-17 10:11:39.037889
135,Debit,3995.48,2024-10-30 10:11:39.037889
68,Debit,2254.92,2024-10-31 10:11:39.037889
160,Debit,1558.64,2024-09-27 10:11:39.037889
164,Debit,1008.92,2024-09-07 10:11:39.037889
27,Debit,265.39,2024-10-16 10:11:39.037889
67,Debit,4050.25,2024-09-19 10:11:39.037889
94,Debit,2157.15,2024-09-26 10:11:39.037889
68,Debit,580.18,2024-09-21 10:11:39.037889
150,Debit,758.18,2024-10-17 10:11:39.037889
198,Debit,1631.98,2024-09-23 10:11:39.037889
68,Debit,665.94,2024-10-11 10:11:39.037889
182,Debit,2416.61,2024-10-23 10:11:39.037889
134,Debit,4638.21,2024-09-22 10:11:39.037889
119,Debit,2117.62,2024-10-06 10:11:39.037889
168,Debit,1293.95,2024-11-02 10:11:39.037889
44,Debit,3810.27,2024-09-20 10:11:39.037889
73,Debit,1713.17,2024-10-26 10:11:39.037889
56,Debit,727.06,2024-09-14 10:11:39.037889
176,Debit,3917.61,2024-09-26 10:11:39.037889
25,Debit,2312.81,2024-10-09 10:11:39.037889
160,Debit,1768.32,2024-09-27 10:11:39.037889
155,Debit,3674.94,2024-09-06 10:11:39.037889
7,Debit,4400.52,2024-10-31 10:11:39.037889
53,Debit,450.06,2024-09-06 10:11:39.037889
86,Debit,4329.81,2024-09-28 10:11:39.037889
43,Debit,4797.19,2024-10-17 10:11:39.037889
115,Debit,972.55,2024-09-25 10:11:39.037889
81,Debit,4764.21,2024-10-25 10:11:39.037889
39,Debit,1035.03,2024-10-11 10:11:39.037889
72,Debit,173.58,2024-10-01 10:11:39.037889
37,Debit,851.42,2024-09-08 10:11:39.037889
103,Debit,4581.32,2024-10-10 10:11:39.037889
93,Debit,3971.49,2024-10-08 10:11:39.037889
59,Debit,1014.66,2024-09-30 10:11:39.037889
18,Debit,4210.15,2024-10-23 10:11:39.037889
84,Debit,4988.45,2024-10-08 10:11:39.037889
129,Debit,4834.42,2024-09-11 10:11:39.037889
130,Debit,1187.47,2024-10-17 10:11:39.037889
25,Debit,239.35,2024-10-17 10:11:39.037889
116,Debit,4011.01,2024-09-16 10:11:39.037889
96,Debit,3819.09,2024-09-11 10:11:39.037889
118,Debit,4440.96,2024-10-02 10:11:39.037889
55,Debit,2116.93,2024-09-20 10:11:39.037889
63,Debit,2584.07,2024-10-17 10:11:39.037889
152,Debit,4898.68,2024-09-15 10:11:39.037889
77,Debit,1814.35,2024-10-18 10:11:39.037889
122,Debit,2043.87,2024-10-12 10:11:39.037889
189,Debit,4233.5,2024-11-01 10:11:39.037889
100,Debit,783.59,2024-10-23 10:11:39.037889
117,Debit,830.24,2024-10-06 10:11:39.037889
76,Debit,1885.42,2024-09-14 10:11:39.037889
50,Debit,2051.41,2024-10-23 10:11:39.037889
143,Debit,1410.47,2024-10-22 10:11:39.037889
110,Debit,3827.21,2024-09-25 10:11:39.037889
165,Debit,66.66,2024-10-14 10:11:39.037889
83,Debit,3770.75,2024-10-26 10:11:39.037889
76,Debit,1151.06,2024-09-20 10:11:39.037889
44,Debit,3638.57,2024-10-10 10:11:39.037889
128,Debit,2377.49,2024-10-25 10:11:39.037889
74,Debit,4090.84,2024-10-14 10:11:39.037889
199,Debit,742.68,2024-09-09 10:11:39.037889
88,Debit,2438.92,2024-10-05 10:11:39.037889
128,Debit,288.92,2024-10-13 10:11:39.037889
69,Debit,66.67,2024-09-05 10:11:39.037889
14,Debit,1384.66,2024-10-23 10:11:39.037889
88,Debit,1279.37,2024-09-26 10:11:39.037889
134,Debit,1435.77,2024-10-11 10:11:39.037889
57,Debit,826.33,2024-10-24 10:11:39.037889
39,Debit,2109.05,2024-09-13 10:11:39.037889
137,Debit,2603.35,2024-10-30 10:11:39.037889
19,Debit,323.21,2024-09-22 10:11:39.037889
185,Debit,2336.41,2024-10-29 10:11:39.037889
150,Debit,3769.94,2024-10-22 10:11:39.037889
200,Debit,1117.61,2024-10-23 10:11:39.037889
39,Debit,209.91,2024-10-09 10:11:39.037889
94,Debit,4572.86,2024-09-05 10:11:39.037889
107,Debit,3956.56,2024-10-28 10:11:39.037889
154,Debit,407.71,2024-09-20 10:11:39.037889
91,Debit,3138.8,2024-10-22 10:11:39.037889
182,Debit,3761.14,2024-09-05 10:11:39.037889
175,Debit,3157.93,2024-10-19 10:11:39.037889
79,Debit,3438.95,2024-09-11 10:11:39.037889
129,Debit,2221.84,2024-09-15 10:11:39.037889
161,Debit,3551.73,2024-10-13 10:11:39.037889
167,Debit,2839.46,2024-09-08 10:11:39.037889
18,Debit,4186.51,2024-10-01 10:11:39.037889
135,Debit,2863.59,2024-10-15 10:11:39.037889
199,Debit,1593.47,2024-09-22 10:11:39.037889
15,Debit,2248.0,2024-09-16 10:11:39.037889
82,Debit,31.33,2024-10-01 10:11:39.037889
199,Debit,2925.97,2024-11-02 10:11:39.037889
167,Debit,2305.41,2024-10-05 10:11:39.037889
182,Debit,4284.52,2024-10-23 10:11:39.037889
82,Debit,482.69,2024-10-02 10:11:39.037889
172,Debit,3218.0,2024-11-02 10:11:39.037889
135,Debit,3894.87,2024-09-23 10:11:39.037889
54,Debit,1211.8,2024-09-10 10:11:39.037889
61,Debit,4515.42,2024-10-14 10:11:39.037889
196,Debit,3986.18,2024-09-18 10:11:39.037889
191,Debit,3716.22,2024-10-04 10:11:39.037889
151,Debit,3973.39,2024-10-04 10:11:39.037889
38,Debit,4177.07,2024-10-02 10:11:39.037889
39,Debit,4933.76,2024-09-12 10:11:39.037889
153,Debit,4139.0,2024-09-16 10:11:39.037889
118,Debit,1182.45,2024-10-29 10:11:39.037889
38,Debit,3709.11,2024-10-13 10:11:39.037889
113,Debit,1809.32,2024-10-03 10:11:39.037889
31,Debit,1972.57,2024-11-01 10:11:39.037889
198,Debit,1147.36,2024-11-01 10:11:39.037889
46,Debit,1819.33,2024-09-18 10:11:39.037889
27,Debit,3482.37,2024-10-03 10:11:39.037889
139,Debit,2514.6,2024-09-16 10:11:39.037889
191,Debit,4959.83,2024-09-06 10:11:39.037889
41,Debit,796.06,2024-09-17 10:11:39.037889
141,Debit,871.22,2024-10-30 10:11:39.037889
54,Debit,2130.4,2024-10-08 10:11:39.037889
68,Debit,4017.39,2024-09-11 10:11:39.037889
24,Debit,3010.97,2024-10-20 10:11:39.037889
64,Debit,2575.15,2024-09-23 10:11:39.037889
66,Debit,4746.28,2024-11-02 10:11:39.037889
12,Debit,4557.71,2024-10-09 10:11:39.037889
68,Debit,2370.67,2024-11-01 10:11:39.037889
193,Debit,24.93,2024-09-13 10:11:39.037889
97,Debit,1901.05,2024-10-14 10:11:39.037889
196,Debit,1843.44,2024-09-29 10:11:39.037889
159,Debit,3326.25,2024-10-13 10:11:39.037889
128,Debit,2096.71,2024-10-03 10:11:39.037889
174,Debit,4048.05,2024-10-22 10:11:39.037889
